"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"9-10.W.9.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Apply grades 9–10 Reading standards to literature (e.g., “Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]”).","9-10",
"9-10.W.9.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Apply grades 9–10 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning”).","9-10",
"9-10.WHST.1","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Write arguments focused on discipline-specific content.","9-10",
"9-10.WHST.1.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.","9-10",
"9-10.WHST.1.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience’s knowledge level and concerns.","9-10",
"9-10.WHST.1.c","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.","9-10",
"9-10.WHST.1.d","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","9-10",
"9-10.WHST.1.e","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Provide a concluding statement or section that follows from or supports the argument presented.","9-10",
"9-10.WHST.10","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","9-10",
"9-10.WHST.2","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.","9-10",
"9-10.WHST.2.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.","9-10",
"9-10.WHST.2.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic.","9-10",
"9-10.WHST.2.c","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts.","9-10",
"9-10.WHST.2.d","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.","9-10",
"9-10.WHST.2.e","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","9-10",
"9-10.WHST.2.f","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).","9-10",
"9-10.WHST.3","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","(See note; not applicable as a separate requirement)","9-10",
"9-10.WHST.4","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","9-10",
"9-10.WHST.5","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience.","9-10",
"9-10.WHST.6","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology’s capacity to link to other information and to display information flexibly and dynamically.","9-10",
"9-10.WHST.7","Common Core English Language Arts Standards","CC ELA","9-12","Writing HS/S/T","Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.","9-10",
